 y
0.0 0.0
0.1 0.0998336
0.2 0.198675
0.3 0.29556
0.4 0.389585
0.5 0.479925
0.6 0.565864
0.7 0.646801
0.8 0.722271
0.9 0.791944
1 0.855624
1.1 0.91325
1.2 0.964877
1.3 1.01067
1.4 1.05089
1.5 1.08585
1.6 1.11595
1.7 1.14161
1.8 1.16325
1.9 1.18133
2 1.19629
2.1 1.20853
2.2 1.21846
2.3 1.22643
2.4 1.23277
2.5 1.23775
2.6 1.24163
2.7 1.24462
2.8 1.24691
2.9 1.24864
3 1.24993
3.1 1.25089
3.2 1.25159
3.3 1.2521
3.4 1.25247
3.5 1.25273
3.6 1.25292
3.7 1.25304
3.8 1.25313
3.9 1.25319
4 1.25323
